dependency,file
email,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
hashlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
posixpath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
shutil,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
tempfile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
zipfile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
compat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
database,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
metadata,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
version,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
imp,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
importlib.machinery,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
importlib.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py
argparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
shlex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
subprocess,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py
distro,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\__init__.py
distro,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\__main__.py
codecs,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
core,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\compat.py
core,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\compat.py
bisect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
unicodedata,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
intranges,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
uts46data,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py
bisect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py
core,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py
intranges,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py
package_data,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py
datetime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
struct,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py
struct,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
datetime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
ext,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
__pypy__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
__pypy__.builders,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
ext,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
fallback,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
_cmsgpack,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
fallback,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
operator,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
_parser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
_parser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
_tokenizer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
specifiers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
email.feedparser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
email.header,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
email.message,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
email.parser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
email.policy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
pathlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
licenses,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
_parser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
_tokenizer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
markers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
specifiers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
abc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
version,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
struct,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
subprocess,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
sysconfig,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
importlib.machinery,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
tags,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
version,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
_structures,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
enum,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
struct,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
_elffile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
_manylinux,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
subprocess,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
_elffile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
sysconfig,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
ast,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
_tokenizer,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
dataclasses,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
specifiers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py
pip._vendor.packaging.licenses._spdx,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
types,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
zipfile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
zipimport,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
stat,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pkgutil,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
operator,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
plistlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
email.parser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
errno,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
tempfile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
textwrap,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
inspect,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
ntpath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
posixpath,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
importlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
importlib.abc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
importlib.machinery,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pkgutil,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
_imp,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pip._internal.utils._jaraco_text,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pip._vendor.packaging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pip._vendor.packaging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pip._vendor.packaging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pip._vendor.packaging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pip._vendor.platformdirs,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
_typeshed,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
pip._vendor.typing_extensions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
sysconfig,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
__main__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
linecache,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
api,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
jnius,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
jnius,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
jnius,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
jnius,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
jnius,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
android,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
jnius,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
abc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
pathlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
api,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
pathlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
configparser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
pathlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
api,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\version.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
api,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
collections.abc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
winreg,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
winreg,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
api,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
version,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
version,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
pathlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
pip._vendor.platformdirs.windows,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
pip._vendor.platformdirs.macos,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
pip._vendor.platformdirs.unix,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
pip._vendor.platformdirs.android,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
pip._vendor.platformdirs.android,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py
pip._vendor.platformdirs,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
shutil,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
argparse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
textwrap,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.lexers.special,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.formatters.latex,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.formatters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.formatters.terminal,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.formatters.terminal256,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.filters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
pip._vendor.pygments.styles,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
json,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
colorama.initialise,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
traceback,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py
codecs,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py
pip._vendor.pygments.styles,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
pip._vendor.pygments.filter,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
pip._vendor.pygments.filters,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
pip._vendor.pygments.token,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
pip._vendor.pygments.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
pip._vendor.pygments.regexopt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py
importlib.metadata,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py
operator,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
docutils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
docutils.statemachine,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
docutils.parsers.rst,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
sphinx.util.nodes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
pip._vendor.pygments.lexers._mapping,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
pip._vendor.pygments.lexers,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py
