dependency,file
_re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py
_types,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
datetime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
_types,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_types.py
_parser,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\__init__.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
_ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
_ssl_constants,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
_windows,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
pip._vendor.typing_extensions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
_macos,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
_openssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
pip._vendor.urllib3.util.ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
pip._vendor.urllib3.util.ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
ctypes.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
_ssl_constants,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
ctypes.wintypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
typing,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
_ssl_constants,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\__init__.py
_api,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\__init__.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\__init__.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
datetime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
packages.six.moves.http_client,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
packages.six.moves.http_client,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
util.proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
_collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
_version,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
util.ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
util.ssl_match_hostname,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
errno,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
_collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
connection,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
packages.six.moves,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.connection,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.queue,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.retry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.ssl_match_hostname,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.timeout,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
util.url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
weakref,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
packages.backports.weakref_finalize,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py
packages.six.moves.http_client,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
email.utils,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
mimetypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
binascii,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
codecs,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
fields,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
packages.six,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
_collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
connectionpool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
packages.six.moves.urllib.parse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
util.proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
util.retry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
util.url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
filepost,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
packages.six.moves.urllib.parse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
zlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
_collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
connection,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
util.response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
packages.six,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
collections.abc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
threading,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
_version,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
connectionpool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
filepost,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
poolmanager,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
util.request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
util.retry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
util.timeout,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
util.url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
urllib3_secure_extra,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
packages.six.moves.urllib.parse,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
request,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
response,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
util.retry,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
util.timeout,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
google.appengine.api,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
ntlm,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
packages.six.moves.http_client,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
OpenSSL.crypto,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
OpenSSL.SSL,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
cryptography,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
cryptography.hazmat.backends.openssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
util.ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
cryptography.x509,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
cryptography.x509.extensions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
OpenSSL.crypto,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
packages.backports.makefile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
pip._vendor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
contextlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
errno,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
os.path,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
shutil,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
struct,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
threading,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
weakref,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
util.ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
_securetransport.bindings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
_securetransport.low_level,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
packages.backports.makefile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
connection,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
connectionpool,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
poolmanager,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
util.url,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
socks,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
platform,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
ctypes.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
packages.six,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
base64,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
ctypes,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
struct,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
tempfile,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
bindings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
functools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
operator,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
types,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
importlib.util,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
struct,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
StringIO,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
weakref,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
atexit,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
gc,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
contrib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
wait,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
ssl_,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
packages.six.moves,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
Queue,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
base64,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
packages.six,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
email.errors,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
packages.six.moves,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
email,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
logging,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
re,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
time,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
collections,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
itertools,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
io,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
ssl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
exceptions,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
packages,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
__future__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
hashlib,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
hmac,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
os,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
sys,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
